student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S22,6,a12bace0-4275-490a-91eb-6f23d508bca8,bfa09326-61a1-4a0e-aad4-cce5d5f9b71a,2030-04-09T08:31:41.237Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,solved,,9600,1,9,11,1212656856,,,4169,2120,467
S22,6,0779e51e-54de-4829-924c-c5ae8c1a3b16,bfa09326-61a1-4a0e-aad4-cce5d5f9b71a,2030-04-09T08:32:32.901Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,,no,34200,2,2,12,290812,,,5511,1864,399
S21,6,c042e808-5768-4bd0-8312-57adfc7fe0f5,67ff1ed9-e533-4c8c-8a62-1ab044a72f23,2030-04-09T08:33:38.521Z,selection,sidebar_button,what_does_this_do,,,,3,0,1,,maybe,,,0,0,,,,2320,2082,740
S23,6,4fd20c4d-1fb3-42a0-9dd3-ecccddc90e7f,20b7e74a-95f2-4d4a-9e95-9ea4d95b4e52,2030-04-09T08:34:46.428Z,selection,selection_keybinding,what_does_this_do,,,,0,0,1,solved,yes,,,0,1,,3,126,4078,2088,551
S06,6,9465b1e0-5be7-46e2-a106-b636fc62641d,2cac5f4c-f113-46c6-b4c4-15ad4945552a,2030-04-09T08:34:47.961Z,selection,selection_lightbulb,whats_wrong,,,,2,0,,,yes,,,0,2,,31,682,2958,1819,548
S20,6,22ef5180-0568-41c5-b2fc-1a502722403d,a628e9a0-2184-423a-8f0d-21ada6f83ec4,2030-04-09T08:37:48.390Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,,,yes,,,0,0,,5,155,3134,1854,568
S22,6,51286165-5506-47cf-86cd-1eee55c4c372,bfa09326-61a1-4a0e-aad4-cce5d5f9b71a,2030-04-09T08:39:31.853Z,selection,sidebar_button,what_does_this_do,,,,2,0,,solved,maybe,,,0,0,,13,494,5004,1360,454
S14,6,405963e9-244d-4d6f-beb5-df2699de0bc3,026af02d-d10c-4ed8-9378-b38eea38f66f,2030-04-09T08:39:51.536Z,selection,selection_keybinding,what_does_this_do,,,,2,0,,,,,,0,1,,5,150,7947,2180,662
S04,6,86497e20-969f-417b-88c4-7e536d903820,39e01664-9705-47a1-a4d7-f4bdcbcfb407,2030-04-09T08:41:39.544Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,2,0,1,solved,yes,16212,3,0,0,,,,3431,1481,528
S02,6,58fb2f7d-e5bf-4598-bab2-6c146137f8e5,b8510068-beb6-4fca-aff7-b92db9a902b3,2030-04-09T08:42:01.804Z,selection,selection_codelens,what_does_this_do,,,,0,0,,,,,,0,1,,5,155,5787,1621,628
S23,6,2d30c9e6-594d-443f-b28f-344d559b1cbe,9fc5a1c1-47dc-4aaf-84d7-edc2855e8255,2030-04-10T16:17:06.179Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,,yes,26909,4,0,1,,,,6113,1429,634
S23,6,0579f84b-7ccb-4462-b26d-32e879d2aaed,9fc5a1c1-47dc-4aaf-84d7-edc2855e8255,2030-04-10T16:30:25.463Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,solved,,118600,1,3,3,1121664602,,,5253,2086,553
S23,6,979858ff-2c59-4e73-b98a-b7a8385beb4e,9fc5a1c1-47dc-4aaf-84d7-edc2855e8255,2030-04-10T16:35:47.358Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,1,-1,solved,,19138,1,0,0,,,,,,
S23,6,ff675609-a39a-4df5-b607-5b35f18bba2a,9fc5a1c1-47dc-4aaf-84d7-edc2855e8255,2030-04-10T16:47:39.824Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,solved,yes,141869,5,5,5,722402253,,,3636,1667,572
S23,6,564c9649-3eff-4ed4-8cf3-30bc35e4ffba,9fc5a1c1-47dc-4aaf-84d7-edc2855e8255,2030-04-10T16:54:00.877Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,,4248,0,5,5,722367634,,,5718,2007,434
S01,6,7d4cb3e9-227b-418d-a83e-f402482a5182,55d2ac90-be14-4b07-8ffa-f7ac36267701,2030-04-11T17:32:13.749Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,,,,0,1,,,,4720,1903,477
S23,6,095cff6b-dfd8-489a-9f5f-562ce574506c,40254eb9-216b-4781-a46c-1600b1cf746c,2030-04-11T19:25:52.950Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,1,,,yes,8205,1,4,4,96927487,,,,,
S23,6,8e52c68f-a145-48df-b750-76131d5d2b02,40254eb9-216b-4781-a46c-1600b1cf746c,2030-04-11T19:29:36.449Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,-1,,,7845,1,6,0,216866461,,,4199,1946,551
S21,6,def422e7-260d-4577-b9a1-c2745ab962fe,8720711b-5f57-4ac9-82bf-a92153665557,2030-04-12T19:44:46.181Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,solved,yes,67095,0,1,2,299708790,,,2234,1514,681
S08,6,5044444f-3567-48ba-839d-1de6ec9f14a4,08267516-935e-4187-a81d-217eabf43d2e,2030-04-12T20:03:32.741Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,2,0,1,solved,no,56814,2,0,0,,,,3989,1567,588
S21,6,a2c2eb10-b976-47b6-9313-0a306cc03d55,8720711b-5f57-4ac9-82bf-a92153665557,2030-04-12T20:31:43.967Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,0,1,still_stuck,,71030,1,1,3,302947891,,,4790,1448,568
S19,6,3901a649-56e6-45c2-a728-4d99cca0fd64,8e57c49d-b99e-4919-ae72-be17691a19f0,2030-04-13T15:15:06.303Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,solved,maybe,47499,2,0,0,,,,3957,1995,568
S19,6,00cada59-4bfe-42c7-adbb-b0501f0c1b11,8e57c49d-b99e-4919-ae72-be17691a19f0,2030-04-13T15:27:36.956Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,16206,3,2,2,978641148,,,7543,1746,623
S19,6,d0066f84-eaf2-4492-a72d-e5d604c0aa8a,8e57c49d-b99e-4919-ae72-be17691a19f0,2030-04-13T15:36:32.954Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,-1,,,15477,5,2,2,1810359756,,,3542,1831,651
S09,6,08f35691-99e8-43f5-87af-326989d50ec8,1f31fb16-21e7-4e0b-a5eb-a226843c9763,2030-04-13T17:26:05.382Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,maybe,25921,2,2,2,2678538388,,,1907,1869,649
S22,6,cbf48ce8-0eba-4f72-9595-9a03265256d4,b9ea5f1a-637b-4e29-9f44-d27c838196fa,2030-04-13T18:12:09.811Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,,8816,2,0,0,,,,3824,1804,387
S12,6,0e54d3a4-acae-4b26-a85f-643f39e5935c,88618fcb-2496-4de2-8a39-651fad45a157,2030-04-13T19:28:35.443Z,selection,selection_keybinding,what_does_this_do,,,,0,0,,,,,,0,3,,1,42,4562,1654,614
S12,6,5ce3850a-5a6a-4737-bb77-d29924f44364,88618fcb-2496-4de2-8a39-651fad45a157,2030-04-13T19:34:56.903Z,selection,selection_status_bar,whats_wrong,,,,0,0,,,yes,,,0,4,,6,198,2042,1854,642
S12,6,af824d83-4253-46bb-ba85-152cbaabb9ef,88618fcb-2496-4de2-8a39-651fad45a157,2030-04-13T19:36:04.275Z,selection,selection_keybinding,whats_wrong,,,,0,0,,,,,,0,5,,4,164,3173,1880,607
S23,6,30b68668-d280-4a7b-8fec-21d46c6c224f,71d5e355-4ce0-45ca-816c-9f2075e6eff2,2030-04-14T16:29:55.655Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,,solved,yes,8611,2,0,0,,,,3160,2112,593
S23,6,da35525f-f809-4602-ad6c-0fe878281879,71d5e355-4ce0-45ca-816c-9f2075e6eff2,2030-04-14T16:32:50.951Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,2,0,1,,,78872,1,1,2,346544772,,,2715,1821,396
S23,6,17e2acc0-eff4-4061-95de-64138f28cdbb,71d5e355-4ce0-45ca-816c-9f2075e6eff2,2030-04-14T16:35:00.835Z,selection,selection_codelens,what_does_this_do,,,,3,0,,,,,,0,2,,12,228,2878,1872,452
S05,6,848ec5a5-cda5-4fa9-8bfa-a9a97dc51518,591a597a-ec2c-4523-ae83-82843588dd16,2030-04-14T19:08:56.357Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,still_stuck,,22913,4,9,9,1552143982,,,2417,1776,726
S05,6,9d050748-94ba-4e4d-8fda-38570bde3d72,f3db701c-3cc8-4f38-bbe6-eeb02a2ebf48,2030-04-14T19:36:46.445Z,selection,selection_keybinding,whats_wrong,,,,0,0,1,solved,,,,0,2,,16,432,7336,1652,514
S05,6,a3b9f07e-73fe-4cda-9fa8-d065fb30504e,591a597a-ec2c-4523-ae83-82843588dd16,2030-04-14T19:40:00.307Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,,,26654,1,1,1,1986342419,,,4882,1759,447
S05,6,48acb247-2d89-41b3-9231-65f1b6835819,591a597a-ec2c-4523-ae83-82843588dd16,2030-04-14T19:55:37.204Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,,,42673,1,0,1,,,,3416,1712,489
S22,7,3599ff01-e940-4835-adb4-a79acb2743c8,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:08:14.362Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,-1,solved,,35149,2,6,6,600403738,,,5292,2071,572
S22,7,20d598a0-02a3-47d0-a08b-e22d310604f6,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:09:27.725Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,no,14994,1,1,1,602168482,,,9137,1579,397
S20,7,174b183c-a634-4d20-b880-147f7cbf2605,100a6df5-9de3-42c0-b53e-3c9dc527096c,2030-04-16T07:10:50.017Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,1,,yes,10759,8,2,2,2418910886,,,2447,1824,757
S21,7,c5005071-d863-4486-b7c4-8a7bacbd86e5,7da0074d-ab1c-49bc-b0ff-6595e1014d8a,2030-04-16T07:16:08.167Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,2,0,,,maybe,18898,1,6,6,602056494,,,3487,1912,667
S02,7,a2f4e525-0c72-47f0-8b04-d31910da2aaf,26a6f208-d085-4c15-a0b6-2d5ed318a905,2030-04-16T07:17:39.398Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,solved,yes,24968,8,3,2,604365891,,,3585,1558,558
S14,7,915f6b14-46dd-49b6-a6d4-b8e37572b9db,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T07:17:44.148Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,,,,52789,5,11,8,600950126,,,2907,1615,649
S23,7,85bb45ce-311a-42d5-ab2e-e69c68d912b6,43534817-fb87-4339-a3e8-6d4c034422ea,2030-04-16T07:19:17.801Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportCallIssue,error,3,0,,solved,maybe,,,1,3,1813163096,,,5037,2362,557
S02,7,9fc50491-466b-4dad-9bf8-c7b67b6f4977,26a6f208-d085-4c15-a0b6-2d5ed318a905,2030-04-16T07:19:34.300Z,selection,sidebar_button,what_does_this_do,,,,2,0,,,,,,0,1,,,,3241,1599,457
S05,7,f773193d-957b-4b3a-86be-e6044b3dc47e,40541321-d4b4-4dda-b559-a229c5ab1e2b,2030-04-16T07:19:51.183Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,solved,,37698,2,4,4,2133181735,,,3317,1991,434
S14,7,a8d58505-97bd-44d4-8d20-eef83723f247,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T07:21:14.281Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,-1,,,68630,0,12,3,210133,,,2983,1642,557
S10,7,7c121799-b796-4368-ac18-714caa46e81b,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T07:21:18.325Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,,maybe,38055,0,2,2,2418688254,,,2668,1700,510
S18,7,18655407-22f1-4f51-af08-9d8947084bf3,b3e76afc-1954-44b9-8c49-e159baf0ba90,2030-04-16T07:21:50.671Z,selection,selection_status_bar,why_works,,,,0,0,,still_stuck,,,,0,0,,5,125,7439,1685,632
S07,7,a19318e0-c354-46f2-9730-01f3eea509ca,e876e077-86c9-43c5-a74d-87c01b6f1730,2030-04-16T07:23:20.300Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,20946,3,1,1,1206009488,,,3013,2154,445
S12,7,478ab9e7-9457-409f-bff4-e1210e18fb01,71774d84-4885-4a8f-a8f4-5ad567c7eb95,2030-04-16T07:25:27.675Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,,still_stuck,,19834,1,2,2,3022774494,,,4432,2083,623
S14,7,869c67f6-2282-4228-8ad9-c2303cff9547,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T07:27:49.851Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUnusedExpression,warning,3,0,1,,no,10327,1,7,7,602183512,,,5739,1597,545
S15,7,4c087162-e85e-4b1d-a671-67e9a4ee1e43,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T07:29:15.286Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,,,,37808,1,2,1,1206127750,,,7368,1857,452
S07,7,c5cde69f-1170-4661-b47c-f78242e3aa26,e876e077-86c9-43c5-a74d-87c01b6f1730,2030-04-16T07:30:16.545Z,selection,selection_codelens,what_does_this_do,,,,0,1,1,,,,,0,0,,1,31,,,
S06,7,276894ba-95f1-49f2-9c36-16ec7cdf6787,cab80329-5bae-4d0d-997c-ab7d36d49482,2030-04-16T07:30:24.575Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,solved,,82381,1,1,5,3629576841,,,5497,1519,555
S07,7,dede0073-437a-4775-9bfe-211b32548a29,e876e077-86c9-43c5-a74d-87c01b6f1730,2030-04-16T07:33:19.920Z,selection,selection_status_bar,what_does_this_do,,,,2,1,1,solved,,,,0,1,,37,888,,,
S05,7,05b37adc-04f4-49a3-8edf-fb1e8f4ce130,40541321-d4b4-4dda-b559-a229c5ab1e2b,2030-04-16T07:34:42.215Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,still_stuck,maybe,57880,1,2,1,604372157,,,8834,1688,664
S25,7,4e7117a1-e76b-4cb5-97c5-b38aadc3d235,c567fec9-5edb-4e43-b648-ccb4e93edb1c,2030-04-16T07:37:13.484Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,,,13428,3,0,0,,,,3862,1715,549
S22,7,9462e5fc-2e0b-4cb2-8997-e89aa4aea45e,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:37:43.854Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,solved,,21045,0,0,0,,,,3766,1933,424
S08,7,b59550f5-7b9f-4100-bf96-cd1648f5eb3e,7212a9ef-5a44-44bf-a653-be29a9a71a95,2030-04-16T07:37:48.853Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,maybe,29302,3,1,0,1208458557,,,3883,1624,555
S12,7,217f045f-1242-4a4f-927f-5858d034f028,71774d84-4885-4a8f-a8f4-5ad567c7eb95,2030-04-16T07:39:16.440Z,selection,selection_lightbulb,free_text,,,,3,0,1,,,,,0,0,,19,722,3672,1985,582
S23,7,34fee7d2-29b9-4cc0-9676-d4f65ddccf1e,43534817-fb87-4339-a3e8-6d4c034422ea,2030-04-16T07:39:32.392Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,still_stuck,,79975,2,5,10,1702937849,,,3387,1893,574
S05,7,1a4c2ebe-142a-44f8-95d8-d1cd1a0a0ca8,40541321-d4b4-4dda-b559-a229c5ab1e2b,2030-04-16T07:40:44.341Z,selection,command_palette,what_does_this_do,,,,0,0,1,,,,,0,2,,40,1400,3268,1909,527
S09,7,cdafcf68-f38e-4010-9427-a59795b0a79c,1619dce0-2e47-40ea-872e-d3f9011ce38a,2030-04-16T07:40:53.293Z,selection,selection_lightbulb,whats_wrong,,,,0,0,-1,,,,,0,1,,1,18,4604,1873,449
S23,7,a2a49120-ea53-4c2f-8214-22616d36ce65,43534817-fb87-4339-a3e8-6d4c034422ea,2030-04-16T07:41:10.217Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,,yes,34325,1,2,4,1312416,,,3193,1823,600
S14,7,4be9f44c-9e41-4e1c-8d63-db843fe8c541,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T07:42:02.689Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,1,1,still_stuck,,52957,2,13,4,1248408,,,,,
S21,7,eefe5b51-394e-47fe-a8cf-5f39a6c2a751,7da0074d-ab1c-49bc-b0ff-6595e1014d8a,2030-04-16T07:47:56.531Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,solved,,23262,2,5,5,1812481383,,,3063,1901,528
S15,7,c8b8a8f9-e1b8-44d6-8381-806e0852a3c7,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T07:48:03.417Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,,maybe,25210,1,2,0,3022730384,,,6809,1738,486
S17,7,4347a767-6654-4d2f-9565-be2189ac9516,9fde7672-1957-4629-8a13-a37eddb59df7,2030-04-16T07:49:31.131Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,,,18409,2,0,0,,,,3758,1385,513
S22,7,be0cce3c-5314-4dfd-b2b5-6f1e929ee039,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:50:23.355Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,1,-1,solved,,120243,2,2,2,2455630,,,,,
S24,7,b2f24947-15a3-492f-85ce-3af20d87f6b6,6ca03ad3-6f42-41e2-9981-eccecb81f0c2,2030-04-16T07:50:40.878Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,still_stuck,,64503,3,4,4,607507497,,,3131,1782,473
S22,7,5c72bd5f-c2c5-4b25-b8de-9ade89a30e79,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:52:29.238Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,,48567,2,3,3,125883,,,3695,1498,436
S12,7,845c9f42-324b-49b9-a8ff-036b3ee56499,71774d84-4885-4a8f-a8f4-5ad567c7eb95,2030-04-16T07:55:10.653Z,selection,selection_keybinding,what_does_this_do,,,,0,0,1,,yes,,,0,1,,5,115,2670,1373,488
S17,7,a3263ce2-db11-4694-9375-c5dbff300096,9fde7672-1957-4629-8a13-a37eddb59df7,2030-04-16T07:55:17.443Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,solved,maybe,12909,4,2,5,605770359,,,6148,1097,676
S23,7,9c444740-0b50-40ac-8291-f178e8c1dda4,43534817-fb87-4339-a3e8-6d4c034422ea,2030-04-16T07:55:39.737Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,maybe,,,0,1,,3,105,3533,1631,530
S12,7,cf585a8d-35f0-437f-a2b9-0919a3af9b13,71774d84-4885-4a8f-a8f4-5ad567c7eb95,2030-04-16T07:55:47.125Z,selection,command_palette,what_does_this_do,,,,2,0,,,yes,,,0,2,,3,99,4823,1872,609
S22,7,4d6cb341-91cd-4631-bbbd-a9c94cecbd48,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T07:56:33.380Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,,,,48238,4,4,4,244142,,,4050,2028,563
S10,7,d0aec01d-54ab-44e7-a3c9-a32f2194feba,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T07:56:39.565Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,0,1,,,60685,1,0,1,,,,5086,1884,612
S07,7,46799422-6df3-42c9-b038-a63378948782,e876e077-86c9-43c5-a74d-87c01b6f1730,2030-04-16T07:57:10.097Z,selection,selection_keybinding,why_works,,,,0,0,-1,solved,,,,0,2,,30,1020,1654,1688,578
S20,7,e32085df-7c1c-480a-933a-5fcf55eb66e7,100a6df5-9de3-42c0-b53e-3c9dc527096c,2030-04-16T07:59:45.518Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,0,,,maybe,6145,3,1,2,1812950142,,,3927,1834,564
S21,7,d66d2789-4127-47e0-ad45-f84a0de4df66,7da0074d-ab1c-49bc-b0ff-6595e1014d8a,2030-04-16T07:59:50.478Z,selection,command_palette,what_does_this_do,,,,0,0,1,,maybe,,,0,0,,5,190,5827,1717,516
S01,7,9863f874-7bce-4f37-8117-c62d33b4ec95,9d8090e0-8ad0-43f0-b205-ac094c902dd5,2030-04-16T08:01:10.957Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,solved,,,,2,2,1816332890,,,8859,1439,488
S14,7,9a818f7d-1419-4da7-8d8c-106a641ba564,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:01:33.136Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,1,,,10832,1,7,7,1814062828,,,3184,1884,592
S15,7,a82a2194-ded2-4b09-9654-112198dbeedb,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T08:02:04.554Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,solved,,75013,1,0,0,,,,5690,1603,380
S23,7,529043ab-6a3f-4f60-bb83-3c2e022a110f,43534817-fb87-4339-a3e8-6d4c034422ea,2030-04-16T08:02:06.311Z,selection,selection_lightbulb,why_works,,,,0,0,,solved,yes,,,0,2,,24,888,5935,1726,602
S17,7,0251a767-8108-4c14-91e0-59ef8d1ba837,9fde7672-1957-4629-8a13-a37eddb59df7,2030-04-16T08:03:20.084Z,selection,selection_lightbulb,simpler_example,,,,0,0,,,,,,0,0,,6,186,4110,1644,644
S21,7,d99c6191-fe3f-4d63-9874-c893f984e416,7da0074d-ab1c-49bc-b0ff-6595e1014d8a,2030-04-16T08:04:53.880Z,selection,selection_lightbulb,whats_wrong,,,,0,0,,,,,,0,1,,4,144,5453,1803,554
S14,7,99bf53c2-762d-41ff-a99d-24b89881a2ec,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:05:20.445Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,-1,,no,39719,1,5,5,604314963,,,3207,1470,609
S14,7,1999a261-bc47-40a0-ad68-07dc8bc36bcb,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:06:12.794Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,,,,9119,1,14,5,1450105,,,6064,1465,614
S20,7,a3fad3ff-69d1-415b-8528-93f315378aac,100a6df5-9de3-42c0-b53e-3c9dc527096c,2030-04-16T08:07:20.308Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,yes,25324,2,1,0,2419644520,,,2570,1693,622
S14,7,b583fbef-a12e-489e-9f4a-00e25d240162,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:07:58.969Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,2,0,1,,maybe,7252,3,15,6,106175,,,6388,1611,474
S10,7,bdccd5ed-4eaf-44ab-8088-608da9221ef1,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T08:08:40.744Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,,,no,6123,2,2,2,1003136276,,,4354,1698,425
S09,7,1b6f6ca1-56f8-4147-86e6-07054f37553e,1619dce0-2e47-40ea-872e-d3f9011ce38a,2030-04-16T08:12:04.053Z,selection,selection_lightbulb,whats_wrong,,,,0,0,,solved,,,,0,2,,1,33,4424,2061,685
S15,7,241c57fb-b5a7-45b2-afc3-543e85084d8c,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T08:13:16.704Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,,no,17761,1,5,0,1814951493,,,3949,1235,448
S03,7,ceabc9cf-7b7b-45c0-a243-053d98d90e54,6b9405da-6650-45e6-9905-781589ef3c63,2030-04-16T08:13:25.719Z,selection,selection_keybinding,what_does_this_do,,,,0,0,,,,,,0,0,,1,18,4496,1573,603
S01,7,54c68694-5e63-4e70-8ee6-2250f0c46eb6,9d8090e0-8ad0-43f0-b205-ac094c902dd5,2030-04-16T08:14:49.943Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportCallIssue,error,3,0,1,solved,yes,53602,5,0,0,,,,2932,1508,448
S16,7,8ed461ec-dc83-4b69-9b79-df8d7ed0a5e6,f00813cb-4e5c-44fd-b074-a7ab53248cd9,2030-04-16T08:15:02.875Z,selection,selection_status_bar,what_does_this_do,,,,0,0,1,solved,,,,0,0,,4,92,6654,1815,697
S03,7,df4815da-b875-4c19-9c75-cdd10f67f1a3,6b9405da-6650-45e6-9905-781589ef3c63,2030-04-16T08:15:36.949Z,selection,sidebar_button,what_does_this_do,,,,0,0,-1,,,,,0,1,,1,19,7316,2153,565
S24,7,cfc3a54d-2204-4770-b56b-abfcc792aaf8,6ca03ad3-6f42-41e2-9981-eccecb81f0c2,2030-04-16T08:16:37.056Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,maybe,43302,1,1,0,605139355,,,4848,1549,482
