variable,item_id,label_en,label_tr,label_es,category,category_en,kind,level,type,allowed_values,value_labels_en,value_labels_tr,value_labels_es,missing,source_table,source_column,formula_version,page
external_PostQ14,external.PostQ14,Post-test item 14,Son test maddesi 14,Ítem 14 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ15,external.PostQ15,Post-test item 15,Son test maddesi 15,Ítem 15 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ16,external.PostQ16,Post-test item 16,Son test maddesi 16,Ítem 16 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ17,external.PostQ17,Post-test item 17,Son test maddesi 17,Ítem 17 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ18,external.PostQ18,Post-test item 18,Son test maddesi 18,Ítem 18 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ19,external.PostQ19,Post-test item 19,Son test maddesi 19,Ítem 19 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ20,external.PostQ20,Post-test item 20,Son test maddesi 20,Ítem 20 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ21,external.PostQ21,Post-test item 21,Son test maddesi 21,Ítem 21 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ22,external.PostQ22,Post-test item 22,Son test maddesi 22,Ítem 22 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ23,external.PostQ23,Post-test item 23,Son test maddesi 23,Ítem 23 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ24,external.PostQ24,Post-test item 24,Son test maddesi 24,Ítem 24 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ25,external.PostQ25,Post-test item 25,Son test maddesi 25,Ítem 25 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ26,external.PostQ26,Post-test item 26,Son test maddesi 26,Ítem 26 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ27,external.PostQ27,Post-test item 27,Son test maddesi 27,Ítem 27 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_PostQ28,external.PostQ28,Post-test item 28,Son test maddesi 28,Ítem 28 del postest,external,External instruments,raw,instrument,integer,"0 = wrong, 1 = right",0 = wrong; 1 = right,0 = yanlış; 1 = doğru,0 = incorrecto; 1 = correcto,,,,,research/linking
external_Item1,external.Item1,TAM item 1,TAM maddesi 1,Ítem 1 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item2,external.Item2,TAM item 2,TAM maddesi 2,Ítem 2 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item3,external.Item3,TAM item 3,TAM maddesi 3,Ítem 3 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item4,external.Item4,TAM item 4,TAM maddesi 4,Ítem 4 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item5,external.Item5,TAM item 5,TAM maddesi 5,Ítem 5 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item6,external.Item6,TAM item 6,TAM maddesi 6,Ítem 6 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item7,external.Item7,TAM item 7,TAM maddesi 7,Ítem 7 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item8,external.Item8,TAM item 8,TAM maddesi 8,Ítem 8 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item9,external.Item9,TAM item 9,TAM maddesi 9,Ítem 9 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item10,external.Item10,TAM item 10,TAM maddesi 10,Ítem 10 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item11,external.Item11,TAM item 11,TAM maddesi 11,Ítem 11 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item12,external.Item12,TAM item 12,TAM maddesi 12,Ítem 12 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item13,external.Item13,TAM item 13,TAM maddesi 13,Ítem 13 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item14,external.Item14,TAM item 14,TAM maddesi 14,Ítem 14 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item15,external.Item15,TAM item 15,TAM maddesi 15,Ítem 15 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item16,external.Item16,TAM item 16,TAM maddesi 16,Ítem 16 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item17,external.Item17,TAM item 17,TAM maddesi 17,Ítem 17 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item18,external.Item18,TAM item 18,TAM maddesi 18,Ítem 18 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_Item19,external.Item19,TAM item 19,TAM maddesi 19,Ítem 19 del TAM,external,External instruments,raw,instrument,integer,"1 to 5 (placeholder Likert scale, TODO)",,,,,,,,research/linking
external_pre_total,external.pre_total,Pre-test score,Ön test puanı,Puntuación del pretest,external,External instruments,derived,instrument,integer,0 to 28,,,,,,,1.0,research/linking
external_post_total,external.post_total,Post-test score,Son test puanı,Puntuación del postest,external,External instruments,derived,instrument,integer,0 to 28,,,,,,,1.0,research/linking
external_gain,external.gain,Learning gain (post minus pre),Öğrenme kazancı (son test eksi ön test),Ganancia de aprendizaje (postest menos pretest),external,External instruments,derived,instrument,integer,-28 to 28,,,,,,,1.0,research/linking
external_tam_pu,external.tam_pu,Perceived usefulness (TAM),Algılanan fayda (TAM),Utilidad percibida (TAM),external,External instruments,derived,instrument,number,1 to 5,,,,,,,1.0,research/linking
external_tam_sn,external.tam_sn,Subjective norm (TAM),Öznel norm (TAM),Norma subjetiva (TAM),external,External instruments,derived,instrument,number,1 to 5,,,,,,,1.0,research/linking
external_tam_bi,external.tam_bi,Behavioral intention (TAM),Davranışsal niyet (TAM),Intención de uso (TAM),external,External instruments,derived,instrument,number,1 to 5,,,,,,,1.0,research/linking
external_tam_att,external.tam_att,Attitude (TAM),Tutum (TAM),Actitud (TAM),external,External instruments,derived,instrument,number,1 to 5,,,,,,,1.0,research/linking
external_tam_au,external.tam_au,Actual use (TAM),Gerçek kullanım (TAM),Uso real (TAM),external,External instruments,derived,instrument,number,1 to 5,,,,,,,1.0,research/linking
